participant	content
CHI	 bed 
CHI	what this 
MOT	Rick who's this 
CHI	what that 
MOT	Rick what are they riding 
MOT	good boy 
CHI	present 
CHI	what 
MOT	Rick  what's that 
CHI	white 
CHI	what that 
CHI	it's on 
MOT	Rick what color is this car 
MOT	don't touch 
CHI	it's a owl 
MOT	say no 
CHI	hat 
CHI	piggy 
MOT	I made some of the fence 
MOT	wanna put him on his horse 
CHI	help 
MOT	good boy 
MOT	that's a turtle 
CHI	what that 
MOT	ah  
MOT	oh  we got that one I think 
MOT	oink  oink  
MOT	Rick what's this 
CHI	what 
MOT	what does the pig say  Rick 
MOT	we got another one 
MOT	press it down 
MOT	that's honey Rick 
MOT	Rick look 
MOT	see 
CHI	turtle 
MOT	what's this Rick 
MOT	Rick look  what does the sheep say 
MOT	Rick  you're making the fence 
MOT	who is that Rick 
MOT	that's a crab 
MOT	good boy 
MOT	what color 
MOT	Rick  what does a sheep say 
MOT	count the bears 
MOT	come here Rick 
MOT	good boy 
MOT	good boy  Rick 
MOT	you gonna put them in the farm too 
MOT	good boy 
CHI	color 
CHI	this 
MOT	Rick  umbrella 
MOT	that's a frog Rick 
CHI	pig 
CHI	swing 
MOT	good talking Rick 
MOT	that's good 
MOT	what is this 
MOT	Rick what's this 
CHI	closed 
MOT	put him on his horse Rick 
CHI	no 
MOT	good boy 
CHI	what that 
MOT	Rick what's that 
CHI	pig 
MOT	good boy 
MOT	no  Rick look 
MOT	okay 
CHI	boy 
CHI	piggy 
CHI	door 
MOT	say thank you 
MOT	you put the cover on  that's good 
MOT	here's another horse 
MOT	there 
CHI	what that 
MOT	good boy 
MOT	okay 
MOT	say no 
MOT	the cattle 
MOT	good boy 
MOT	that's the beach  yeah 
MOT	that's a tree 
CHI	hey  
CHI	cone 
CHI	what that 
MOT	Rick what about the animals 
CHI	turn 
CHI	umbrella 
MOT	what's this Rick 
MOT	say closed 
MOT	there's another one 
MOT	that's an owl 
CHI	thank you 
MOT	ah  oh  Rick look that 
CHI	train 
CHI	pig 
MOT	piggy  Rick 
CHI	more fence 
MOT	good boy 
MOT	baaa  
CHI	color 
MOT	Rick  look 
MOT	well that's gonna pop up now Rick 
CHI	bear 
