,syntax_penn_tok1,syntax_penn_tok2,syntax_penn_lem1,syntax_penn_lem2,lexical_tok1,lexical_tok2,lexical_lem1,lexical_lem2,condition_info
0,0.8951363332513324,0.5651400543060331,0.9275658291387352,0.6215505955207707,0.5924065411644505,0.2897305253601152,0.6375293707945634,0.3243113245785085,1060.cha.conv.txt-rand.txt
1,0.9401825516522117,0.7456981180983424,0.9466454503436582,0.7775391471421087,0.6085337352889446,0.24129863140569033,0.6772118382813632,0.26701948699304484,1076.cha.conv.txt-rand.txt
2,0.894898094021671,0.6977892053854365,0.8014228152043795,0.7406240832057572,0.7381953558576446,0.3197199368713652,0.7949326834050123,0.3470323634894951,1082.cha.conv.txt-rand.txt
3,0.886423037406403,0.7808798489165991,0.9449409430365328,0.8464423117847554,0.6629932733526557,0.21570265271062297,0.7208046621064883,0.24975127506792355,1022.cha.conv.txt-rand.txt
4,0.8055302200440798,0.481352101031042,0.8786336533442435,0.5784482803464138,0.6474256024593649,0.20511659799065576,0.6926021327790447,0.2284086053638931,1010.cha.conv.txt-rand.txt
5,0.8076059681636873,0.3798383445175477,0.8863174082457981,0.5533807647624776,0.45396398723082626,0.038562091674863706,0.5375971921950992,0.038863845831806035,1068.cha.conv.txt-rand.txt
6,0.868098599984285,0.7233482511687714,0.8975642023686331,0.7744590679316045,0.7273606015518911,0.5508899578662301,0.7643707816592548,0.5442517531841068,1044.cha.conv.txt-rand.txt
7,0.901233724642009,0.6423881448447006,0.9403978505667554,0.7272694355279111,0.42361357580897574,0.10904165421547916,0.48753939597762724,0.13175246523520615,1052.cha.conv.txt-rand.txt
8,0.9510539849309172,0.7901373465937795,0.9020546956509947,0.8149317426823298,0.7840391474557296,0.40477491012981437,0.8206584397786814,0.4475843725427954,1080.cha.conv.txt-rand.txt
9,0.9310969861627968,0.5112697929329834,0.9384903033394374,0.5920106402013965,0.6183679280938668,0.20925553466486563,0.6691398776953951,0.2274522806432903,1058.cha.conv.txt-rand.txt
10,0.8910228338454191,0.748232708859358,0.9037752201855545,0.7323375738870281,0.5315214256733529,0.17830876059746936,0.5283946106735029,0.18587242602260495,1020.cha.conv.txt-rand.txt
11,0.9251300589429449,0.8270701125263925,0.9804992296398962,0.9001258077215538,0.7967000296066787,0.4024751944572915,0.8221353857010404,0.43015984144277725,1062.cha.conv.txt-rand.txt
12,0.882078927091412,0.6904343243304161,0.8770933034432757,0.6874288460603163,0.572827370710656,0.197488349069107,0.5732233338530545,0.19791907473177078,1074.cha.conv.txt-rand.txt
13,0.9295843221356208,0.8778371745522627,0.9379653319738516,0.9100969140677725,0.8257492190576193,0.28726088751785467,0.8422136395397494,0.33735924008621904,1028.cha.conv.txt-rand.txt
