,time,syntax_penn_tok1,syntax_penn_tok2,syntax_penn_lem1,syntax_penn_lem2,lexical_tok1,lexical_tok2,lexical_lem1,lexical_lem2,cosine_semanticL,partner_direction,utterance_length1,utterance_length2,condition_info
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,JEN>CHI,10,1,1060.cha.conv.txt-rand.txt
1,1,0.4472135954999579,0.0,0.5911975668985759,0.0,0.0,0.0,0.0,0.0,,CHI>JEN,1,34,1060.cha.conv.txt-rand.txt
2,2,0.22360679774997896,0.0,0.29559878344928797,0.0,0.0,0.0,0.0,0.0,0.3496317933293194,JEN>CHI,34,1,1060.cha.conv.txt-rand.txt
3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2682714581715073,CHI>JEN,1,1,1060.cha.conv.txt-rand.txt
4,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,JEN>CHI,1,1,1060.cha.conv.txt-rand.txt
5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3885608657021331,CHI>JEN,1,4,1060.cha.conv.txt-rand.txt
6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,JEN>CHI,4,1,1060.cha.conv.txt-rand.txt
7,7,0.769800358919501,0.0,0.6,0.0,0.0,0.0,0.0,0.0,,CHI>JEN,1,13,1060.cha.conv.txt-rand.txt
8,8,0.769800358919501,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.15325956967068055,JEN>CHI,13,1,1060.cha.conv.txt-rand.txt
9,9,0.6882472016116852,0.0,0.6882472016116852,0.0,0.0,0.0,0.0,0.0,0.19922093323325774,CHI>JEN,1,11,1060.cha.conv.txt-rand.txt
10,10,0.13608276348795434,0.0,0.13608276348795434,0.0,0.15075567228888181,0.0,0.15075567228888181,0.0,0.44506840701165395,JEN>CHI,11,4,1060.cha.conv.txt-rand.txt
11,11,0.2581988897471611,0.0,0.33541019662496846,0.0,0.20412414523193154,0.0,0.29417420270727607,0.13245323570650439,0.5925383815183481,CHI>JEN,4,20,1060.cha.conv.txt-rand.txt
12,12,0.44907311951024925,0.11128297681493142,0.6363961030678926,0.21170244960998524,0.13693063937629152,0.0,0.21926450482675733,0.05923488777590923,0.6772051025302007,JEN>CHI,20,16,1060.cha.conv.txt-rand.txt
13,13,0.5996738661011458,0.2651439066774996,0.6937459350943205,0.3328770246548891,0.21213203435596423,0.0,0.21213203435596423,0.0,0.663545264905633,CHI>JEN,16,28,1060.cha.conv.txt-rand.txt
14,14,0.7683498199278324,0.0,0.741998516004452,0.0,0.0,0.0,0.0,0.0,,JEN>CHI,28,1,1060.cha.conv.txt-rand.txt
15,15,0.17677669529663687,0.0,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,,CHI>JEN,1,19,1060.cha.conv.txt-rand.txt
16,16,0.35355339059327373,0.0,0.14433756729740646,0.0,0.0,0.0,0.0,0.0,0.36597958674084574,JEN>CHI,19,1,1060.cha.conv.txt-rand.txt
17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2789130135617621,CHI>JEN,1,8,1060.cha.conv.txt-rand.txt
18,18,0.22941573387056174,0.0,0.22941573387056174,0.0,0.31622776601683794,0.0,0.31622776601683794,0.0,0.9138739404982574,JEN>CHI,8,1,1060.cha.conv.txt-rand.txt
19,19,0.1643989873053573,0.0,0.1543033499620919,0.0,0.20851441405707477,0.0,0.2,0.0,0.6456530653355836,CHI>JEN,1,21,1060.cha.conv.txt-rand.txt
20,20,0.36760731104690386,0.1507556722888818,0.34503277967117707,0.15811388300841897,0.0,0.0,0.0,0.0,0.11029846763988072,JEN>CHI,21,3,1060.cha.conv.txt-rand.txt
21,21,0.45849643194052203,0.08908708063747478,0.47620547407952707,0.07856742013183861,0.0,0.0,0.0,0.0,0.16088977407307914,CHI>JEN,3,46,1060.cha.conv.txt-rand.txt
22,22,0.5360562674188974,0.2581988897471611,0.5607721540920443,0.11322770341445956,0.3046358979224712,0.1690308509457033,0.27330408330506056,0.1690308509457033,0.8201184206924084,JEN>CHI,46,8,1060.cha.conv.txt-rand.txt
23,23,0.3651483716701107,0.0,0.3651483716701107,0.0,0.0,0.0,0.0,0.0,0.5249914966901899,CHI>JEN,8,3,1060.cha.conv.txt-rand.txt
24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3302834675597013,JEN>CHI,3,4,1060.cha.conv.txt-rand.txt
25,25,0.2170723815877265,0.0,0.1856953381770519,0.0,0.2311250817605121,0.07106690545187015,0.22360679774997896,0.07106690545187015,0.5345802208381087,CHI>JEN,4,65,1060.cha.conv.txt-rand.txt
26,26,0.45663301294771547,0.09128709291752768,0.49727889136153614,0.16467739391852362,0.20965696734438363,0.10050378152592121,0.20283702113484395,0.10050378152592121,0.701225040655724,JEN>CHI,65,7,1060.cha.conv.txt-rand.txt
27,27,0.5897678246195885,0.10206207261596577,0.6019292654288462,0.10206207261596577,0.0890870806374748,0.0,0.0890870806374748,0.0,0.6322963027191977,CHI>JEN,7,14,1060.cha.conv.txt-rand.txt
28,28,0.20412414523193154,0.0,0.3061862178478973,0.0,0.0,0.0,0.0,0.0,0.481536034584651,JEN>CHI,14,4,1060.cha.conv.txt-rand.txt
29,29,0.3333333333333333,0.0,0.3333333333333333,0.0,0.08838834764831843,0.0,0.08838834764831843,0.0,0.6598126725242421,CHI>JEN,4,18,1060.cha.conv.txt-rand.txt
