,time,syntax_penn_tok1,syntax_penn_tok2,syntax_penn_lem1,syntax_penn_lem2,lexical_tok1,lexical_tok2,lexical_lem1,lexical_lem2,cosine_semanticL,partner_direction,utterance_length1,utterance_length2,condition_info
0,0,0.23570226039551587,0.0,0.31622776601683794,0.31622776601683794,0.0,0.0,0.23570226039551587,0.0,0.3566239078501994,INV:>CHI:,6,3,019JC.cha.conv.txt
1,1,0.0,0.0,0.0,0.0,0.5477225575051661,0.4714045207910316,0.6666666666666667,0.4714045207910316,0.7134683409492067,CHI:>INV:,3,10,019JC.cha.conv.txt
2,2,0.5449492609130661,0.0,0.24494897427831777,0.0,0.11180339887498948,0.0,0.20412414523193148,0.0,0.5360711571409793,INV:>CHI:,10,8,019JC.cha.conv.txt
3,3,0.1973855084879307,0.0,0.46188021535170065,0.07881104062391006,0.3333333333333333,0.09166984970282112,0.3952847075210474,0.09166984970282112,0.7359042538023397,CHI:>INV:,8,18,019JC.cha.conv.txt
4,4,0.4190790380624748,0.09166984970282112,0.7407437469876467,0.15762208124782012,0.08333333333333333,0.0,0.15811388300841897,0.0,0.653644612972325,INV:>CHI:,18,8,019JC.cha.conv.txt
5,5,0.18257418583505536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5388093580774211,CHI:>INV:,8,3,019JC.cha.conv.txt
6,6,0.3849001794597505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5388093580774211,INV:>CHI:,3,7,019JC.cha.conv.txt
7,7,0.21081851067789195,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.5565776155193535,CHI:>INV:,7,8,019JC.cha.conv.txt
8,8,0.3651483716701107,0.0,0.5656854249492379,0.0,0.0,0.0,0.0,0.0,0.21870956207008274,INV:>CHI:,8,3,019JC.cha.conv.txt
9,9,0.3202563076101743,0.0,0.49613893835683387,0.0,0.0,0.0,0.0,0.0,0.24805332175126638,CHI:>INV:,3,9,019JC.cha.conv.txt
10,10,0.39223227027636803,0.0,0.19611613513818402,0.0,0.0,0.0,0.0,0.0,,INV:>CHI:,9,2,019JC.cha.conv.txt
11,11,0.4472135954999579,0.0,0.0,0.0,0.2886751345948129,0.0,0.2886751345948129,0.0,,CHI:>INV:,2,6,019JC.cha.conv.txt
12,12,0.33333333333333337,0.0,0.33806170189140655,0.0,0.0,0.0,0.16666666666666669,0.0,0.3566239078501994,INV:>CHI:,6,6,019JC.cha.conv.txt
13,13,0.47140452079103173,0.0,0.18257418583505536,0.0,0.0,0.0,0.0,0.0,0.4384927175165254,CHI:>INV:,6,3,019JC.cha.conv.txt
14,14,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4384927175165254,INV:>CHI:,3,4,019JC.cha.conv.txt
15,15,0.23570226039551587,0.0,0.2886751345948129,0.23570226039551587,0.1889822365046136,0.0,0.3086066999241838,0.0,0.4053153442434201,CHI:>INV:,4,7,019JC.cha.conv.txt
16,16,0.4583492485141056,0.12909944487358058,0.4583492485141056,0.12909944487358058,0.0,0.0,0.0,0.0,0.24621132787315003,INV:>CHI:,7,5,019JC.cha.conv.txt
17,17,0.48304589153964794,0.14142135623730948,0.44271887242357305,0.14142135623730948,0.0816496580927726,0.0,0.0816496580927726,0.0,0.44278945375120804,CHI:>INV:,5,20,019JC.cha.conv.txt
18,18,0.6236095644623236,0.24806946917841693,0.6236095644623236,0.1860521018838127,0.22821773229381923,0.0,0.22821773229381923,0.0,0.6215564993883961,INV:>CHI:,20,14,019JC.cha.conv.txt
19,19,0.6396021490668313,0.10482848367219183,0.5685352436149612,0.0,0.08838834764831843,0.0,0.08838834764831843,0.0,0.6371499747320756,CHI:>INV:,14,8,019JC.cha.conv.txt
20,20,0.5270462766947299,0.0,0.5270462766947299,0.0,0.0,0.0,0.0,0.0,0.41552890936014153,INV:>CHI:,8,5,019JC.cha.conv.txt
21,21,0.4811252243246881,0.0,0.4811252243246881,0.0,0.0,0.0,0.0,0.0,0.4295250805401838,CHI:>INV:,5,8,019JC.cha.conv.txt
22,22,0.16666666666666669,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.45334983494489633,INV:>CHI:,8,3,019JC.cha.conv.txt
23,23,0.31622776601683794,0.31622776601683794,0.0,0.0,0.23570226039551587,0.0,0.23570226039551587,0.0,0.3599878558745371,CHI:>INV:,3,6,019JC.cha.conv.txt
24,24,0.5222329678670935,0.17677669529663687,0.4803844614152615,0.35355339059327373,0.3872983346207417,0.14907119849998599,0.3872983346207417,0.14907119849998599,0.4318175837124938,INV:>CHI:,6,10,019JC.cha.conv.txt
25,25,0.0,0.0,0.0,0.0,0.14142135623730948,0.0,0.14142135623730948,0.0,0.6386206964875322,CHI:>INV:,10,5,019JC.cha.conv.txt
26,26,0.0,0.0,0.0,0.0,0.12909944487358055,0.0,0.12909944487358055,0.0,0.6795263443892118,INV:>CHI:,5,10,019JC.cha.conv.txt
27,27,0.3721042037676254,0.36927447293799825,0.3721042037676254,0.36927447293799825,0.3273268353539886,0.0,0.3273268353539886,0.0,0.5164471718287653,CHI:>INV:,10,7,019JC.cha.conv.txt
28,28,0.24806946917841693,0.14433756729740646,0.11547005383792514,0.0,0.2519763153394848,0.0,0.2519763153394848,0.0,0.5070189416680199,INV:>CHI:,7,9,019JC.cha.conv.txt
29,29,0.5188745216627709,0.0,0.5486726407127174,0.3162277660168379,0.10540925533894598,0.0,0.10540925533894598,0.0,0.5643051893473271,CHI:>INV:,9,32,019JC.cha.conv.txt
30,30,0.25,0.0,0.4616902584383193,0.0,0.0,0.0,0.0,0.0,,INV:>CHI:,32,5,019JC.cha.conv.txt
31,31,0.19245008972987526,0.0,0.2581988897471611,0.0,0.0,0.0,0.0,0.0,,CHI:>INV:,5,8,019JC.cha.conv.txt
32,32,0.5000000000000001,0.26726124191242434,0.6666666666666667,0.26726124191242434,0.0,0.0,0.0,0.0,0.19911279170258633,INV:>CHI:,8,3,019JC.cha.conv.txt
33,33,0.6324555320336759,0.31622776601683794,0.6324555320336759,0.31622776601683794,0.23570226039551587,0.0,0.23570226039551587,0.0,0.1790231841344807,CHI:>INV:,3,6,019JC.cha.conv.txt
34,34,0.36380343755449945,0.0,0.3441236008058426,0.11952286093343936,0.25503068522533534,0.0,0.25503068522533534,0.0,0.3916301225262082,INV:>CHI:,6,19,019JC.cha.conv.txt
35,35,0.25197631533948484,0.0,0.214422506967559,0.0,0.0,0.0,0.0,0.0,0.478743795803394,CHI:>INV:,19,3,019JC.cha.conv.txt
36,36,0.20412414523193148,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.47143366649357166,INV:>CHI:,3,9,019JC.cha.conv.txt
37,37,0.4629100498862757,0.14433756729740646,0.5443310539518174,0.2886751345948129,0.2279211529192759,0.0,0.2279211529192759,0.0,0.47040254564442474,CHI:>INV:,9,7,019JC.cha.conv.txt
38,38,0.6154574548966638,0.14433756729740646,0.6154574548966638,0.14433756729740646,0.2279211529192759,0.0,0.2279211529192759,0.0,0.44194251695490094,INV:>CHI:,7,9,019JC.cha.conv.txt
39,39,0.45643546458763834,0.08333333333333333,0.6187184335382291,0.2261335084333227,0.27668578554642986,0.0,0.3947710169758614,0.0,0.5900066871082569,CHI:>INV:,9,15,019JC.cha.conv.txt
40,40,0.35355339059327373,0.13608276348795434,0.34299717028501764,0.24618298195866545,0.15294382258037448,0.0,0.29095718698132317,0.0,0.4302320234405681,INV:>CHI:,15,5,019JC.cha.conv.txt
41,41,0.18257418583505536,0.0,0.3651483716701107,0.2182178902359924,0.0,0.0,0.0,0.0,0.21870956207008274,CHI:>INV:,5,8,019JC.cha.conv.txt
42,42,0.5916079783099616,0.1543033499620919,0.5916079783099616,0.1543033499620919,0.0,0.0,0.0,0.0,0.416391080877218,INV:>CHI:,8,7,019JC.cha.conv.txt
43,43,0.4364357804719848,0.18257418583505536,0.4364357804719848,0.18257418583505536,0.0,0.0,0.0,0.0,0.3130068390754752,CHI:>INV:,7,6,019JC.cha.conv.txt
44,44,0.6030226891555273,0.16903085094570328,0.753778361444409,0.5070925528371099,0.21081851067789195,0.0,0.21081851067789195,0.0,0.36435681693349564,INV:>CHI:,6,9,019JC.cha.conv.txt
45,45,0.0,0.0,0.0,0.0,0.6454972243679028,0.18257418583505536,0.6454972243679028,0.18257418583505536,0.8298958444260183,CHI:>INV:,9,4,019JC.cha.conv.txt
46,46,0.40824829046386296,0.0,0.40824829046386296,0.0,0.2886751345948129,0.0,0.2886751345948129,0.0,0.33881965032648376,INV:>CHI:,4,3,019JC.cha.conv.txt
47,47,0.0,0.0,0.0,0.0,0.6172133998483678,0.21320071635561041,0.6172133998483678,0.21320071635561041,0.6325960883792867,CHI:>INV:,3,12,019JC.cha.conv.txt
48,48,0.2051956704170308,0.0,0.2051956704170308,0.0,0.0,0.0,0.0,0.0,0.5066354018581963,INV:>CHI:,12,5,019JC.cha.conv.txt
49,49,0.3779644730092272,0.0,0.3779644730092272,0.0,0.6067798762169179,0.2581988897471611,0.6067798762169179,0.2581988897471611,0.8479009322138251,CHI:>INV:,5,12,019JC.cha.conv.txt
50,50,0.41602514716892186,0.19245008972987526,0.45291081365783836,0.19245008972987526,0.0,0.0,0.0,0.0,0.6405908640411172,INV:>CHI:,12,4,019JC.cha.conv.txt
51,51,0.16666666666666666,0.12909944487358055,0.14433756729740646,0.11322770341445959,0.27386127875258304,0.0,0.27386127875258304,0.0,0.5816957202908943,CHI:>INV:,4,20,019JC.cha.conv.txt
52,52,0.6784005252999682,0.3721042037676254,0.8616404368553291,0.5883484054145521,0.2623303343135812,0.0,0.2623303343135812,0.0,0.5318878011985847,INV:>CHI:,20,15,019JC.cha.conv.txt
53,53,0.5262348115842176,0.10482848367219183,0.6324555320336759,0.2834733547569204,0.0,0.0,0.0,0.0,0.41259350184857935,CHI:>INV:,15,8,019JC.cha.conv.txt
54,54,0.18257418583505536,0.0,0.3651483716701107,0.2182178902359924,0.0,0.0,0.0,0.0,,INV:>CHI:,8,5,019JC.cha.conv.txt
55,55,0.0,0.0,0.0,0.0,0.769800358919501,0.5773502691896258,0.769800358919501,0.5773502691896258,,CHI:>INV:,5,3,019JC.cha.conv.txt
56,56,0.0,0.0,0.0,0.0,0.40824829046386296,0.0,0.40824829046386296,0.0,,INV:>CHI:,3,2,019JC.cha.conv.txt
57,57,0.0,0.0,0.4472135954999579,0.0,0.2886751345948129,0.0,0.2886751345948129,0.0,,CHI:>INV:,2,6,019JC.cha.conv.txt
58,58,0.23570226039551587,0.0,0.31622776601683794,0.31622776601683794,0.0,0.0,0.23570226039551587,0.0,0.3681742018784311,INV:>CHI:,6,3,019JC.cha.conv.txt
59,59,0.2182178902359924,0.0,0.2886751345948129,0.2886751345948129,0.0,0.0,0.2182178902359924,0.0,0.44830656496582866,CHI:>INV:,3,7,019JC.cha.conv.txt
60,60,0.0,0.0,0.0,0.0,0.13363062095621217,0.0,0.13363062095621217,0.0,0.567660138768338,INV:>CHI:,7,6,019JC.cha.conv.txt
61,61,0.0,0.0,0.21081851067789195,0.11952286093343936,0.24333213169614376,0.0,0.24333213169614376,0.0,0.5620838907510077,CHI:>INV:,6,15,019JC.cha.conv.txt
62,62,0.43301270189221935,0.10206207261596577,0.4743416490252569,0.1091089451179962,0.17342199390482396,0.0,0.17342199390482396,0.0,0.3717958451785347,INV:>CHI:,15,7,019JC.cha.conv.txt
63,63,0.5976143046671968,0.0,0.5656854249492379,0.2721655269759087,0.23904572186687872,0.0,0.23904572186687872,0.0,0.67053845215971,CHI:>INV:,7,10,019JC.cha.conv.txt
64,64,0.7035264706814485,0.10050378152592121,0.48349377841522817,0.2672612419124244,0.11952286093343936,0.0,0.11952286093343936,0.0,0.6150199606696996,INV:>CHI:,10,14,019JC.cha.conv.txt
65,65,0.7205766921228922,0.31980107453341566,0.6054055145966812,0.0944911182523068,0.0,0.0,0.0,0.0,0.4941629706053665,CHI:>INV:,14,9,019JC.cha.conv.txt
66,66,0.5241424183609592,0.0,0.7337993857053429,0.14433756729740646,0.0,0.0,0.0,0.0,0.4941629706053665,INV:>CHI:,9,12,019JC.cha.conv.txt
67,67,0.3651483716701107,0.18257418583505536,0.18257418583505536,0.0,0.2886751345948129,0.0,0.2886751345948129,0.0,0.37704726935703237,CHI:>INV:,12,6,019JC.cha.conv.txt
68,68,0.4685212856658182,0.0,0.6363961030678927,0.24494897427831777,0.14433756729740646,0.0,0.2100420126042015,0.0,0.5043333846783015,INV:>CHI:,6,26,019JC.cha.conv.txt
69,69,0.6770032003863301,0.0,0.7290038003196576,0.29814239699997197,0.06681531047810609,0.0,0.12964074471043285,0.0,0.5622652491163205,CHI:>INV:,26,7,019JC.cha.conv.txt
70,70,0.8249579113843055,0.2721655269759087,0.7637626158259734,0.4082482904638631,0.1091089451179962,0.0,0.1091089451179962,0.0,0.44194251695490094,INV:>CHI:,7,10,019JC.cha.conv.txt
71,71,0.2182178902359924,0.0,0.4364357804719848,0.23904572186687872,0.6622661785325219,0.3563483225498992,0.6622661785325219,0.3563483225498992,0.8375868615248037,CHI:>INV:,10,15,019JC.cha.conv.txt
72,72,0.5933661039639299,0.3086066999241839,0.7419822332162693,0.4743416490252569,0.4188539082916955,0.0,0.46073929912086503,0.0,0.5899056855477384,INV:>CHI:,15,20,019JC.cha.conv.txt
